star_id,star_name,teff_k,mass_solar,radius_solar,metallicity_fe_h,distance_pc,ra_deg,dec_deg,num_planets
718,TOI-4201,3794.0,0.61,0.63,0.52,189.011,90.4747237,-13.461371,1
719,TOI-421,5291.0,0.833,0.866,-0.044,74.7969,81.8532824,-14.2767404,2
720,TOI-4214,6370.0,1.382,1.434,0.294,346.881,110.2495104,-13.9262649,1
721,TOI-431,4850.0,0.78,0.731,0.2,32.5686,83.2692502,-26.7238698,3
722,TOI-4377,4974.0,1.36,3.52,0.205,455.82,164.9324709,-82.2213501,1
723,TOI-4406,6219.0,1.19,1.29,0.1,261.834,18.0485164,-56.9253875,1
724,TOI-4438,3422.0,0.368,0.372,-0.19,30.0346,270.3172389,35.5948992,1
725,TOI-4463 A,5640.0,1.056,1.062,0.25,173.117,279.3581286,18.7299522,1
726,TOI-4465,5545.0,0.93,1.014,-0.06,121.139,276.1340312,15.8418856,1
727,TOI-4487 A,6206.0,1.378,1.634,0.216,479.145,306.4220814,45.9710306,1
728,TOI-4504,5315.0,0.89,0.92,0.16,342.605,114.4673065,-62.0782776,3
729,TOI-4515,5433.0,0.949,0.86,0.05,193.499,21.1861778,21.5130638,1
730,TOI-4551,4896.0,1.31,3.55,0.23,215.986,184.9787579,-25.8278531,1
731,TOI-4600,5170.0,0.89,0.81,0.16,216.056,258.4503674,64.5661727,2
732,TOI-4603,6264.0,1.765,2.738,0.342,225.643,83.8659288,21.2942417,1
733,TOI-4633,5800.0,1.1,1.05,,95.2016,256.8431021,62.475548,1
734,TOI-4641,6560.0,1.41,1.72,-0.09,86.3501,42.5582023,25.3335334,1
735,TOI-4734,6070.0,1.391,1.857,0.288,563.068,90.3581219,12.5478825,1
736,TOI-4773,6740.0,1.452,1.55,0.11,492.888,114.9426489,-21.4856184,1
737,TOI-4791,6058.0,1.242,1.409,0.207,328.802,109.3883818,-19.8289392,1
738,TOI-4794,6390.0,1.25,1.451,-0.102,543.008,110.4835517,-12.5654781,1
739,TOI-480,6174.0,1.2793,1.4877,0.164,54.5306,88.3784618,-16.2653974,1
740,TOI-481,5735.0,1.14,1.66,0.26,179.366,110.5126861,-57.384998,1
741,TOI-4860,3260.0,0.34,0.358,0.27,80.1423,183.563961,-13.1748411,1
742,TOI-4914,5805.0,1.03,1.0,-0.13,299.89,204.5426717,-28.1429206,1
743,TOI-4961,5380.0,0.912,0.912,0.206,213.073,192.5018624,-59.8919345,1
744,TOI-4994,5640.0,1.005,1.055,0.165,329.304,283.1325335,-78.4344302,1
745,TOI-500,4440.0,0.74,0.678,0.12,47.3924,106.559098,-47.5878156,4
746,TOI-5005,5749.0,0.97,0.93,0.15,207.891,238.108194,-48.1451,1
747,TOI-5027,5909.0,1.02,0.92,-0.15,204.429,243.8850212,-69.2170972,1
748,TOI-5076,4780.0,0.789,0.844,0.082,82.857,50.5104166,17.2392094,1
749,TOI-5108,5808.0,1.1,1.29,0.2,130.919,166.2695041,11.2464069,1
750,TOI-5110,6160.0,1.469,2.333,0.065,392.259,94.4042694,31.6103309,1
751,TOI-512,5277.0,0.74,0.89,-0.11,67.3975,96.6467023,-38.6072095,1
752,TOI-5153,6300.0,1.24,1.4,0.12,390.484,91.5403204,-19.9534443,1
753,TOI-5181 A,6060.0,1.25,1.53,0.208,480.155,280.6774738,21.6998203,1
754,TOI-519,3322.0,0.335,0.35,0.27,115.557,124.6067582,-19.6627918,1
755,TOI-5205,3430.0,0.392,0.394,0.0,86.4493,313.7706819,24.360977,1
756,TOI-5210,5723.0,1.105,1.209,0.324,302.086,314.316923,21.9502055,1
757,TOI-5218,4230.0,0.739,0.708,0.41,377.483,292.6634642,71.7629612,1
758,TOI-5232,6500.0,1.389,1.785,-0.104,609.388,294.3374248,35.2764934,1
759,TOI-5261,5790.0,1.037,1.021,0.254,377.054,305.4585453,19.4358468,1
760,TOI-5293 A,3586.0,0.54,0.52,-0.03,162.229,355.828682,-2.0450945,1
761,TOI-530,3659.0,0.53,0.54,0.376,148.762,103.4128333,12.8815784,1
762,TOI-5300,4610.0,0.67,0.65,-0.17,162.51,356.481137,0.4587978,1
763,TOI-5301,6240.0,1.483,2.19,0.03,629.161,12.9908008,13.0783712,1
764,TOI-532,3927.0,0.639,0.612,0.338,135.047,85.0800537,11.5626373,1
765,TOI-5322,5692.0,0.998,1.462,-0.048,476.899,6.5293373,14.3364283,1
766,TOI-5340,5990.0,1.35,1.842,0.208,532.629,59.3094816,22.3783373,1
767,TOI-5344,3747.0,0.612,0.588,0.425,138.367,63.2662165,20.9151568,1
768,TOI-5350,6220.0,1.167,1.263,0.044,277.419,74.4023015,21.6019759,1
769,TOI-5386 A,6094.0,1.165,1.245,0.182,394.486,226.1069193,60.5362318,1
770,TOI-5398,6000.0,1.146,1.051,0.09,130.855,161.8795569,36.3294345,2
771,TOI-544,4169.0,0.631,0.623,-0.17,41.1166,82.2900716,-0.3428983,2
772,TOI-5542,5700.0,0.89,1.058,-0.21,348.849,302.7984228,-61.1354659,1
773,TOI-5573,3790.0,0.619,0.594,0.42,186.562,136.4259999,55.3071309,1
774,TOI-558,6466.0,1.349,1.496,-0.004,402.63,42.2915093,-58.0246828,1
775,TOI-559,5925.0,1.026,1.233,-0.069,233.266,46.8186159,-31.1629951,1
776,TOI-5592,6237.0,1.194,1.393,-0.013,597.026,106.6800684,65.857249,1
777,TOI-561,,0.806,0.843,,85.799,148.1851516,6.216103,4
778,TOI-5616,3996.0,0.666,0.646,0.14,390.415,184.9016378,48.6832895,1
779,TOI-5634 A,3896.0,0.556,0.54,-0.27,306.144,175.6436366,20.9652921,1
780,TOI-564,5640.0,0.998,1.088,0.143,199.581,130.2951535,-16.0363275,1
781,TOI-5678,5485.0,0.905,0.938,0.0,165.393,47.3841872,-34.1984808,1
782,TOI-5688 A,3713.0,0.6,0.57,0.47,226.318,266.9231001,47.7050486,1
783,TOI-5720,3325.0,0.383,0.383,0.03,35.8256,170.3135774,25.2732942,1
784,TOI-5786,6235.0,1.23,1.36,0.08,192.475,293.3223259,30.7042468,1
785,TOI-5795,5715.0,0.901,1.082,-0.27,156.53,304.868782,-7.5476595,1
786,TOI-5800,4850.0,0.778,0.773,-0.04,42.9052,305.0655462,-7.4119237,1
787,TOI-5817,5770.0,0.97,1.427,-0.24,80.7542,322.3777987,21.474527,1
788,TOI-5882,5920.0,1.334,2.26,0.18,416.104,311.8886385,34.7374918,1
789,TOI-6008,3075.0,0.23,0.242,0.3,23.1008,310.4487344,49.6468992,1
790,TOI-6016,6110.0,1.31,1.51,0.28,364.715,4.5239602,59.7661983,1
791,TOI-6034,3635.0,0.514,0.489,-0.09,117.992,317.9001392,68.4020762,1
792,TOI-6038 A,6110.0,1.291,1.648,0.124,179.147,51.6572691,40.8172704,1
793,TOI-6054,6047.0,1.107,1.662,-0.07,79.407,56.337007,60.350917,2
794,TOI-6130,6110.0,1.31,1.51,0.28,220.882,339.2050832,16.8271941,1
795,TOI-615,6850.0,1.449,1.732,-0.1,360.408,133.4086892,-40.543701,1
796,TOI-622,6400.0,1.313,1.415,0.09,123.297,125.3050544,-46.4842959,1
797,TOI-628,6250.0,1.311,1.345,0.258,178.68,99.2630608,1.7675497,1
798,TOI-6303,3977.0,0.644,0.609,0.44,152.219,46.7806502,40.147174,1
799,TOI-6324,3247.0,0.269,0.293,-0.32,20.5488,330.844543,67.4986773,1
800,TOI-6330,3539.0,0.531,0.49,0.08,139.042,22.1679816,53.6860778,1
801,TOI-6383 A,3444.0,0.458,0.457,,171.319,60.4246951,60.8913677,1
802,TOI-640,6460.0,1.536,2.082,0.072,341.997,99.7345935,-36.64613,1
803,TOI-6420,6020.0,1.165,1.312,0.24,634.712,125.5443036,-19.1242852,1
804,TOI-654,3521.0,0.419,0.43,0.12,57.7553,164.7245509,-5.5475446,1
805,TOI-6628,5463.0,0.97,1.01,0.36,320.527,225.8370504,-35.2305793,1
806,TOI-663,3681.0,0.514,0.512,0.07,64.2308,160.0658525,-8.5110827,3
807,TOI-6651,5940.0,1.323,1.721,0.225,212.128,15.7885904,35.3890405,1
808,TOI-669,5597.0,0.9245,0.9882,0.001,142.867,158.9007013,-5.1813735,1
809,TOI-6695,6400.0,1.338,1.517,0.2,282.536,129.5720221,-23.550217,2
810,TOI-674,3514.0,0.42,0.42,0.17,46.0851,164.5865592,-36.8581092,1
811,TOI-677,6295.0,1.181,1.28,0.0,141.812,144.1193594,-50.4630933,1
812,TOI-6894,3007.0,0.207,0.2276,0.142,73.8131,173.4691418,12.4510906,1
813,TOI-7149,3363.0,0.344,0.351,-0.08,126.126,244.7384657,19.1758116,1
814,TOI-733,5585.0,0.956,0.949,-0.04,75.2092,159.4093183,-40.888259,1
815,TOI-756,3657.0,0.505,0.505,0.196,86.1759,192.103738,-45.4704709,2
816,TOI-757,5278.0,0.8,0.78,-0.27,60.3418,187.9948428,-35.5544523,1
817,TOI-762 A,3266.0,0.442,0.425,0.357,98.4458,166.0747423,-47.8214964,1
818,TOI-763,5450.0,0.917,0.897,0.01,95.1274,194.468098,-39.7580613,2
819,TOI-771,3370.0,0.22,0.232,-0.13,25.2788,164.1138903,-72.9851736,2
820,TOI-776,3725.0,0.542,0.547,-0.21,27.1701,178.577997,-37.5533568,2
821,TOI-778,6643.0,1.4,1.71,0.0,161.743,199.3338503,-15.2737046,1
822,TOI-782,3370.0,0.397,0.413,0.34,52.5122,183.9203614,-18.9103377,1
823,TOI-815,4869.0,0.776,0.77,-0.09,59.7117,155.8719377,-43.8349248,2
824,TOI-824,4600.0,0.71,0.695,-0.092,63.9262,222.1654705,-57.5888666,1
825,TOI-836,4552.0,0.678,0.665,-0.284,27.5024,225.0798831,-24.4542022,2
826,TOI-837,5995.0,1.142,1.052,0.01,142.488,157.0372806,-64.5052107,1
827,TOI-849,5257.0,0.97,0.97,,225.734,28.7157956,-29.4217086,1
828,TOI-858 B,5842.0,1.081,1.308,0.153,250.489,60.1998256,-54.5929177,1
829,TOI-892,6261.0,1.28,1.39,0.24,340.543,86.738228,-11.2353401,1
830,TOI-905,5570.0,0.968,0.918,0.14,158.649,227.6586754,-71.3616316,1
831,TOI-908,5626.0,0.95,1.028,0.08,175.748,53.1594266,-81.250745,1
832,TOI-954,5710.0,1.201,1.892,0.215,238.768,61.9410587,-25.2088028,1
833,TOI-969,4435.0,0.734,0.671,0.175,77.2554,115.1366858,2.0985879,2
834,TRAPPIST-1,2566.0,0.0898,0.1192,,,346.6263919,-5.0434618,7
835,TYC 8998-760-1,,1.0,,,94.6177,201.3001096,-64.9391566,2
836,TrES-3,5650.0,0.928,0.829,-0.19,231.337,268.0291106,37.5463268,1
837,TrES-5,5171.0,0.901,0.868,0.2,360.313,305.2219454,59.4489033,1
838,VHS J125601.92-125723.9,,,,,,194.008964,-12.956031,1
839,WASP-10,4675.0,0.75,0.698,0.03,140.998,348.9930457,31.4627508,1
840,WASP-102,5990.0,1.08,1.375,-0.2,535.689,336.4643016,15.8566392,1
841,WASP-103,6110.0,1.22,1.436,0.06,375.647,249.3148604,7.1833758,1
842,WASP-104,5475.0,1.076,0.963,0.32,185.932,160.6023689,7.4350768,1
843,WASP-105,5070.0,0.89,0.9,0.28,169.272,24.1678686,-50.659308,1
844,WASP-106,6002.0,1.175,1.47,-0.02,352.181,166.4296276,-5.0794854,1
845,WASP-110,5392.0,0.814,0.853,-0.15,274.96,305.8724366,-44.0587001,1
846,WASP-113,5890.0,1.318,1.608,0.1,435.156,224.8728589,46.9600996,1
847,WASP-114,5940.0,1.289,1.43,0.14,523.337,327.6656953,10.4629385,1
848,WASP-116,6250.0,1.25,1.426,0.0,559.243,35.2157609,-1.8260419,1
849,WASP-118,6410.0,1.32,1.696,0.16,376.658,19.5505861,2.7027847,1
850,WASP-119,5650.0,1.02,1.2,0.14,302.448,55.9336392,-65.19378,1
851,WASP-120,6450.0,1.393,1.87,-0.05,381.174,62.6160813,-45.8982434,1
852,WASP-121,6628.0,1.33,1.461,0.17,269.898,107.6002312,-39.0972705,1
853,WASP-123,5740.0,1.166,1.285,0.18,197.996,289.4792124,-32.8601244,1
854,WASP-124,6050.0,1.07,1.02,-0.02,448.637,332.7143373,-30.7497189,1
855,WASP-129,5900.0,1.0,0.9,0.15,301.462,176.2990518,-42.0639575,1
856,WASP-130,5625.0,1.04,0.96,0.26,172.256,203.1060194,-42.4752733,1
857,WASP-131,5990.0,1.06,1.561,-0.2,200.075,210.1935714,-30.5836084,1
858,WASP-132,4686.0,0.789,0.758,0.15,122.91,217.6091998,-46.159516,3
859,WASP-133,5700.0,1.16,1.44,0.29,559.084,314.5754375,-35.7966224,1
860,WASP-135,5675.0,0.98,0.96,0.02,298.214,267.2848846,29.8790428,1
861,WASP-136,6260.0,1.41,2.21,-0.18,275.587,0.325761,-8.9262512,1
862,WASP-138,6272.0,1.22,1.36,-0.09,414.234,41.6391598,-0.4641252,1
863,WASP-139,5310.0,0.92,0.8,0.2,212.472,49.562173,-41.3020235,1
864,WASP-140,5260.0,0.9,0.87,0.12,117.598,60.3855387,-20.4509991,1
865,WASP-141,5900.0,1.25,1.37,0.29,516.543,71.8244347,-17.1151736,1
866,WASP-142,6010.0,1.33,1.64,0.26,730.933,140.5063164,-23.946102,1
867,WASP-144,5200.0,0.81,0.81,0.18,355.513,320.7628761,-40.0484393,1
868,WASP-145 A,4900.0,0.76,0.68,-0.04,91.299,322.2537644,-58.8361466,1
869,WASP-147,5702.0,1.044,1.429,0.092,436.098,359.1915117,-22.1532316,1
870,WASP-148,5555.0,0.954,0.912,0.099,246.353,254.1305022,44.3025361,2
871,WASP-149,5750.0,1.05,1.08,0.0,211.73,124.073681,-8.6865813,1
872,WASP-150,6218.0,1.394,1.651,0.156,527.995,264.2630197,53.0212751,1
873,WASP-151,,1.081,1.181,,453.099,349.0634651,0.3066895,1
874,WASP-153,5914.0,1.336,1.73,0.34,610.176,279.2624729,40.0186905,1
875,WASP-154,4774.0,0.8,0.823,0.2,215.501,327.7191734,-8.6359458,1
876,WASP-155,5660.0,1.09,1.24,0.0,399.63,347.979723,33.0476125,1
877,WASP-156,4987.0,0.8712,0.8268,0.305,122.066,32.782085,2.4181937,1
878,WASP-158,6350.0,1.38,1.39,0.24,524.993,4.1463468,-10.9764226,1
879,WASP-159,6120.0,1.41,2.11,0.22,715.383,68.1364792,-38.9682973,1
880,WASP-160 B,5298.0,0.87,0.868,0.27,288.326,87.679561,-27.6233218,1
881,WASP-161,6400.0,1.39,1.712,0.16,343.08,126.3378248,-11.5009889,1
882,WASP-162,5300.0,0.95,1.11,0.28,310.841,168.2929079,-17.6577794,1
883,WASP-163,5500.0,0.97,1.015,-0.34,261.386,256.5375549,-10.4130071,1
884,WASP-164,5806.0,0.946,0.932,-0.01,327.506,344.8735878,-60.4478194,1
885,WASP-165,5599.0,1.248,1.75,0.33,602.236,357.5806472,-17.0775947,1
886,WASP-166,6050.0,1.19,1.22,0.19,114.173,144.8751047,-20.9824191,1
887,WASP-167,7000.0,1.59,1.79,0.1,423.552,196.0437932,-35.5495292,1
888,WASP-168,6000.0,1.08,1.12,-0.01,303.941,96.7446427,-46.8213635,1
889,WASP-169,6110.0,1.337,2.011,0.06,627.066,127.3872297,-12.9447683,1
890,WASP-170,5600.0,0.93,0.938,0.22,305.603,135.4163028,-20.7203686,1
891,WASP-171,5965.0,1.171,1.637,0.04,757.84,171.8450533,-44.0887035,1
892,WASP-172,6900.0,1.49,1.91,-0.1,538.11,199.433742,-47.2375748,1
893,WASP-173 A,5800.0,1.05,1.11,0.16,232.98,354.1686959,-34.6113042,1
894,WASP-174,6399.0,1.24,1.347,0.06,410.149,195.7940145,-41.3848617,1
895,WASP-175,6229.0,1.212,1.204,0.15,539.36,166.3187996,-34.1227453,1
896,WASP-176,5941.0,1.345,1.925,0.164,568.42,313.6872928,9.1790688,1
897,WASP-177,5017.0,0.876,0.885,0.25,176.818,334.7969885,-1.8344301,1
898,WASP-178,9360.0,2.07,1.67,0.21,427.678,227.270329,-42.7049658,1
899,WASP-18,6432.0,1.294,1.319,0.107,123.483,24.3544618,-45.6777937,2
900,WASP-180 A,6600.0,1.3,1.19,0.1,253.985,123.3922465,-1.9827874,1
901,WASP-181,5839.0,1.04,0.965,0.09,437.495,26.7932253,3.1329325,1
902,WASP-182,5638.0,1.076,1.34,0.27,327.602,311.673345,-41.8209828,1
903,WASP-183,5313.0,0.784,0.871,-0.31,325.377,163.7888521,-0.7370663,1
904,WASP-184,6000.0,1.23,1.65,0.12,663.231,209.51701,-30.348153,1
905,WASP-185,5900.0,1.12,1.5,-0.02,279.35,214.0595791,-19.5423062,1
906,WASP-186,6361.0,1.22,1.47,-0.08,278.514,18.9953122,21.6169065,1
907,WASP-187,6150.0,1.54,2.83,0.0,371.414,17.47474,25.6816494,1
908,WASP-188,6850.0,1.5,1.83,0.0,675.281,278.7819771,36.6156327,1
909,WASP-189,8000.0,2.03,2.36,0.29,99.731,225.686732,-3.0314874,1
910,WASP-19,5616.0,0.965,1.006,0.04,268.325,148.4167672,-45.6591078,1
911,WASP-190,6400.0,1.35,1.6,-0.02,542.251,7.7095292,-40.5734613,1
912,WASP-192,5910.0,1.09,1.32,0.14,508.885,223.6587187,-38.7445469,1
913,WASP-193,6080.0,1.018,1.213,-0.108,362.087,164.3491401,-29.9971229,1
914,WASP-194,6405.0,1.29,1.409,0.0,476.831,295.3877064,56.2178049,1
915,WASP-195,6300.0,1.3,1.578,0.0,484.852,247.5496427,49.895791,1
916,WASP-197,6050.0,1.36,2.112,0.0,483.675,160.6307133,28.1986255,1
917,WASP-2,5180.0,0.895,0.866,0.12,153.242,307.7255587,6.4293305,1
918,WASP-20,5940.0,1.2,1.392,-0.008,211.877,5.1605621,-23.9357894,1
919,WASP-23,5150.0,0.78,0.765,-0.05,207.49,101.1275033,-42.7622296,1
920,WASP-25,5697.0,0.962,0.884,-0.2,211.416,195.3597581,-27.5222273,1
921,WASP-28,,0.993,1.083,,348.494,353.6162694,-1.5799849,1
922,WASP-31,6302.0,1.163,1.252,-0.2,383.829,169.4388603,-19.0547781,1
923,WASP-33,7430.0,1.495,1.444,,121.944,36.7127375,37.5504441,1
924,WASP-36,5959.0,1.081,0.985,-0.26,386.346,131.5803897,-8.0269855,1
925,WASP-37,5800.0,0.925,1.003,-0.4,392.791,221.9438866,1.0650227,1
926,WASP-39,5485.0,0.913,0.939,0.01,213.982,217.3266477,-3.4444994,1
927,WASP-4,,0.899,0.912,,267.206,353.5629149,-42.0617794,1
928,WASP-42,5315.0,0.951,0.892,0.29,177.291,192.981203,-42.0736165,1
929,WASP-43,4400.0,0.58,0.6,-0.05,86.7467,154.9081869,-9.8064431,1
930,WASP-44,5420.0,0.935,0.906,-0.003,364.512,3.9032733,-11.9382645,1
931,WASP-45,5150.0,0.85,0.855,-0.03,211.196,5.2377567,-35.998465,1
932,WASP-46,5600.0,0.828,0.858,-0.3,375.31,318.7370122,-55.8718634,1
933,WASP-5,5700.0,0.96,1.029,0.09,309.137,359.3490277,-41.2772202,1
934,WASP-50,5400.0,0.892,0.843,,184.848,43.6880738,-10.8980242,1
935,WASP-52,5000.0,0.87,0.79,0.03,174.818,348.4947931,8.7610793,1
936,WASP-53,4953.0,0.839,0.798,0.22,201.338,31.9091639,-20.661843,2
937,WASP-55,6096.0,1.071,1.09,-0.03,297.462,203.7581951,-17.5034961,1
938,WASP-57,5600.0,0.886,0.927,-0.25,398.276,223.8199788,-2.0576866,1
939,WASP-59,4650.0,0.719,0.613,-0.15,115.936,349.6229547,24.889277,1
940,WASP-6,5438.0,0.854,0.79,-0.15,197.119,348.1571282,-22.6741248,1
941,WASP-64,5400.0,1.004,1.058,-0.08,369.926,101.1149223,-32.8583878,1
942,WASP-65,5600.0,0.93,1.01,-0.07,273.703,133.3242982,8.5230171,1
943,WASP-69,4792.0,0.83,0.801,0.35,49.9605,315.0259661,-5.094857,1
944,WASP-7,6400.0,1.276,1.432,0.0,162.303,311.0427558,-39.2254856,1
945,WASP-70 A,5763.0,1.106,1.215,-0.006,222.355,315.4771912,-13.4333821,1
946,WASP-75,6100.0,1.14,1.26,0.07,294.001,342.3858995,-10.6754686,1
947,WASP-76,6329.0,1.458,1.756,0.366,194.459,26.632936,2.700389,1
948,WASP-79,6600.0,1.39,1.51,0.03,246.69,66.3709016,-30.6004362,1
949,WASP-80,4143.0,0.577,0.586,-0.13,49.7876,303.1667996,-2.1444369,1
950,WASP-81,5870.0,1.08,1.283,-0.36,398.505,304.2079924,3.2939492,1
951,WASP-83,5510.0,1.11,1.05,0.29,271.103,190.1519558,-19.2843527,1
952,WASP-84,,0.853,0.768,,100.588,131.1069959,1.8598933,2
953,WASP-85 A,6112.0,1.09,0.935,,141.887,175.9080328,6.5637842,1
954,WASP-87,6450.0,1.204,1.627,,298.392,185.3246821,-52.8408163,1
955,WASP-89,5130.0,0.92,0.88,0.15,290.946,313.9000261,-18.9714084,1
956,WASP-90,6430.0,1.55,1.98,0.11,466.433,315.5319489,7.0562793,1
957,WASP-91,4920.0,0.84,0.86,0.19,149.942,357.846434,-70.1528621,1
958,WASP-92,6280.0,1.19,1.341,0.0,575.889,246.6920395,51.0411328,1
959,WASP-93,6700.0,1.334,1.524,0.07,370.284,9.4587443,51.288778,1
960,WASP-96,5540.0,1.06,1.05,0.14,352.464,1.0465696,-47.3606352,1
961,WASP-98,5473.0,0.809,0.741,-0.49,281.742,58.4290113,-34.3282716,1
962,WD 1856+534,4710.0,0.518,0.0131,,24.7359,284.415675,53.5090244,1
963,WISEP J121756.91+162640.2 A,575.0,0.029,0.091,,,184.487125,16.4445,1
964,WTS-1,6250.0,1.2,1.15,-0.5,2346.01,293.9850284,36.2962939,1
965,WTS-2,5000.0,0.82,0.752,0.2,,293.7327826,36.8154936,1
966,Wendelstein-1,4251.0,0.65,0.61,,305.3,299.0506412,17.5699627,1
967,Wendelstein-2,4591.0,0.73,0.66,,565.541,297.7909214,16.9125679,1
968,Wolf 327,3542.0,0.405,0.406,-0.17,28.5321,148.3783199,35.570548,1
969,Wolf 503,4716.0,0.688,0.689,-0.47,44.526,206.8461979,-6.1393369,1
970,XO-5,5430.0,1.04,1.13,0.05,276.211,116.7163868,39.0944695,1
971,XO-6,6720.0,1.47,1.93,-0.07,235.479,94.7929552,73.8275672,1
972,XO-7,6250.0,1.405,1.48,0.432,234.149,277.4780753,85.2333208,1
